entry_id,canonical_line_id,artifact_id,sequence_surface,quantity,signs_raw,signs_canonical,groups_raw,sign_count,group_count,source_count,provenance_tags
657,CLINE_0657,HT 19,AB31 AB02,,AB31 AB02,AB31 AB02,AB31 AB02,2,2,1,http://sigla.phis.me/document/HT%2019/index-word.html
658,CLINE_0658,HT 19,AB51 AB13 AB07,,AB51 AB13 AB07,AB51 AB13 AB07,AB51 AB13 AB07,3,3,1,http://sigla.phis.me/document/HT%2019/index-word.html
659,CLINE_0659,HT 19,AB60 AB164A AB37,,AB60 AB164A AB37,AB60 AB164A AB37,AB60 AB164A AB37,3,3,1,http://sigla.phis.me/document/HT%2019/index-word.html
660,CLINE_0660,HT 19,DU ME DI,,DU ME DI,DU ME DI,DU ME DI,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
661,CLINE_0661,HT 19,RA *164A TI,,RA *164A TI,RA *164A TI,RA *164A TI,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
662,CLINE_0662,HT 19,SA RO,,SA RO,SA RO,SA RO,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
663,CLINE_0663,HT 19,TE VINA,,TE VINA,TE VINA,TE VINA,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
664,CLINE_0664,HT 2,A KA RU,,A KA RU,A KA RU,A KA RU,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
665,CLINE_0665,HT 2,AB08 AB77 AB26,,AB08 AB77 AB26,AB08 AB77 AB26,AB08 AB77 AB26,3,3,1,http://sigla.phis.me/document/HT%202/index-word.html
666,CLINE_0666,HT 2,AB67 AB27 AB59 AB06,,AB67 AB27 AB59 AB06,AB67 AB27 AB59 AB06,AB67 AB27 AB59 AB06,4,4,1,http://sigla.phis.me/document/HT%202/index-word.html
667,CLINE_0667,HT 2,OLE E,,OLE E,OLE E,OLE E,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
668,CLINE_0668,HT 2,OLE U,,OLE U,OLE U,OLE U,2,2,2,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
669,CLINE_0669,HT 2,]KI RE TA NA,,]KI RE TA NA,]KI RE TA NA,]KI RE TA NA,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
670,CLINE_0670,HT 2,]OLE A,,]OLE A,]OLE A,]OLE A,2,2,2,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
671,CLINE_0671,HT 20,AB03 AB02 AB58,,AB03 AB02 AB58,AB03 AB02 AB58,AB03 AB02 AB58,3,3,1,http://sigla.phis.me/document/HT%2020/index-word.html
672,CLINE_0672,HT 20,AB31 AB27 AB65,,AB31 AB27 AB65,AB31 AB27 AB65,AB31 AB27 AB65,3,3,1,http://sigla.phis.me/document/HT%2020/index-word.html
673,CLINE_0673,HT 20,AB78 AB81 AB27,,AB78 AB81 AB27,AB78 AB81 AB27,AB78 AB81 AB27,3,3,1,http://sigla.phis.me/document/HT%2020/index-word.html
674,CLINE_0674,HT 20,AB81 AB80 AB65,,AB81 AB80 AB65,AB81 AB80 AB65,AB81 AB80 AB65,3,3,1,http://sigla.phis.me/document/HT%2020/index-word.html
675,CLINE_0675,HT 20,CAPM,,CAPM,CAPM,CAPM,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
676,CLINE_0676,HT 20,KU MA JU,,KU MA JU,KU MA JU,KU MA JU,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
677,CLINE_0677,HT 20,PA RO SU,,PA RO SU,PA RO SU,PA RO SU,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
678,CLINE_0678,HT 20,QE KU RE,,QE KU RE,QE KU RE,QE KU RE,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
679,CLINE_0679,HT 20,SA RE JU,,SA RE JU,SA RE JU,SA RE JU,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
680,CLINE_0680,HT 21,AB39 AB59 AB77 AB09,,AB39 AB59 AB77 AB09,AB39 AB59 AB77 AB09,AB39 AB59 AB77 AB09,4,4,1,http://sigla.phis.me/document/HT%2021/index-word.html
681,CLINE_0681,HT 21,OLE E,,OLE E,OLE E,OLE E,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
682,CLINE_0682,HT 21,OLE U,,OLE U,OLE U,OLE U,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
683,CLINE_0683,HT 21,OLIV,,OLIV,OLIV,OLIV,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
684,CLINE_0684,HT 21,PI TA KA SE,,PI TA KA SE,PI TA KA SE,PI TA KA SE,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
685,CLINE_0685,HT 21,TE GRA,,TE GRA,TE GRA,TE GRA,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
686,CLINE_0686,HT 22,GRA L2,,GRA L2,GRA L2,GRA L2,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
687,CLINE_0687,HT 23,DESUNT,,DESUNT,DESUNT,DESUNT,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
688,CLINE_0688,HT 23,KA NA,,KA NA,KA NA,KA NA,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
689,CLINE_0689,HT 23,KO RU,,KO RU,KO RU,KO RU,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
690,CLINE_0690,HT 23,MI JA RU,,MI JA RU,MI JA RU,MI JA RU,3,3,2,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
691,CLINE_0691,HT 23,NI RA,,NI RA,NI RA,NI RA,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
692,CLINE_0692,HT 23,OLE NE,,OLE NE,OLE NE,OLE NE,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
693,CLINE_0693,HT 23,OLE RI,,OLE RI,OLE RI,OLE RI,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
694,CLINE_0694,HT 23,OLE TU,,OLE TU,OLE TU,OLE TU,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
695,CLINE_0695,HT 23,OLE[,,OLE[,OLE[,OLE[,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
696,CLINE_0696,HT 23,QA [?] PU,,QA [?] PU,QA [?] PU,QA [?] PU,3,3,2,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
697,CLINE_0697,HT 23,QA [?] RE,,QA [?] RE,QA [?] RE,QA [?] RE,3,3,2,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
698,CLINE_0698,HT 23,QIF RI TU QA,,QIF RI TU QA,QIF RI TU QA,QIF RI TU QA,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
699,CLINE_0699,HT 23,SA SA ME,,SA SA ME,SA SA ME,SA SA ME,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
700,CLINE_0700,HT 23,SI ME,,SI ME,SI ME,SI ME,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
701,CLINE_0701,HT 23,VINA,,VINA,VINA,VINA,1,1,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
702,CLINE_0702,HT 23A,AB21F AB53 AB69 AB16,,AB21F AB53 AB69 AB16,AB21F AB53 AB69 AB16,AB21F AB53 AB69 AB16,4,4,1,http://sigla.phis.me/document/HT%2023a/index-word.html
703,CLINE_0703,HT 23A,AB31 AB31 AB13,,AB31 AB31 AB13,AB31 AB31 AB13,AB31 AB31 AB13,3,3,1,http://sigla.phis.me/document/HT%2023a/index-word.html
704,CLINE_0704,HT 23A,AB70 AB26,,AB70 AB26,AB70 AB26,AB70 AB26,2,2,1,http://sigla.phis.me/document/HT%2023a/index-word.html
705,CLINE_0705,HT 23A,AB77 AB06,,AB77 AB06,AB77 AB06,AB77 AB06,2,2,1,http://sigla.phis.me/document/HT%2023a/index-word.html
706,CLINE_0706,HT 23B,AB23,,AB23,AB23,AB23,1,1,1,http://sigla.phis.me/document/HT%2023b/index-word.html
707,CLINE_0707,HT 23B,AB30 AB60,,AB30 AB60,AB30 AB60,AB30 AB60,2,2,1,http://sigla.phis.me/document/HT%2023b/index-word.html
708,CLINE_0708,HT 23B,AB50,,AB50,AB50,AB50,1,1,1,http://sigla.phis.me/document/HT%2023b/index-word.html
709,CLINE_0709,HT 24,JA KA,,JA KA,JA KA,JA KA,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
710,CLINE_0710,HT 24,KI MA RU[,,KI MA RU[,KI MA RU[,KI MA RU[,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
711,CLINE_0711,HT 24,KU PA3 RI JA,,KU PA3 RI JA,KU PA3 RI JA,KU PA3 RI JA,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
712,CLINE_0712,HT 24,MA RU,,MA RU,MA RU,MA RU,2,2,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
713,CLINE_0713,HT 24,MA RU ME,,MA RU ME,MA RU ME,MA RU ME,3,3,3,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
714,CLINE_0714,HT 24,PA SA RI JA,,PA SA RI JA,PA SA RI JA,PA SA RI JA,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
715,CLINE_0715,HT 24,RU I KO,,RU I KO,RU I KO,RU I KO,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
716,CLINE_0716,HT 24,SI ME KI,,SI ME KI,SI ME KI,SI ME KI,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
717,CLINE_0717,HT 24A,AB03 AB31 AB53 AB57,,AB03 AB31 AB53 AB57,AB03 AB31 AB53 AB57,AB03 AB31 AB53 AB57,4,4,1,http://sigla.phis.me/document/HT%2024a/index-word.html
718,CLINE_0718,HT 24A,AB26 AB28 AB70,,AB26 AB28 AB70,AB26 AB28 AB70,AB26 AB28 AB70,3,3,1,http://sigla.phis.me/document/HT%2024a/index-word.html
719,CLINE_0719,HT 24A,AB81 AB56 AB53 AB57,,AB81 AB56 AB53 AB57,AB81 AB56 AB53 AB57,AB81 AB56 AB53 AB57,4,4,1,http://sigla.phis.me/document/HT%2024a/index-word.html
720,CLINE_0720,HT 25,A RI NI TA,,A RI NI TA,A RI NI TA,A RI NI TA,4,4,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
721,CLINE_0721,HT 25,DI NA U,,DI NA U,DI NA U,DI NA U,3,3,2,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
722,CLINE_0722,HT 25,DU RU WI[,,DU RU WI[,DU RU WI[,DU RU WI[,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
723,CLINE_0723,HT 25,I KI RA,,I KI RA,I KI RA,I KI RA,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
724,CLINE_0724,HT 25,KU RO,,KU RO,KU RO,KU RO,2,2,2,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
725,CLINE_0725,HT 25,TU QE NU[,,TU QE NU[,TU QE NU[,TU QE NU[,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
726,CLINE_0726,HT 25,U RE WI,,U RE WI,U RE WI,U RE WI,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
727,CLINE_0727,HT 25,VIR,,VIR,VIR,VIR,1,1,2,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
728,CLINE_0728,HT 25,WI TE RO I TI,,WI TE RO I TI,WI TE RO I TI,WI TE RO I TI,5,5,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
729,CLINE_0729,HT 25,ZU JU PU2,,ZU JU PU2,ZU JU PU2,ZU JU PU2,3,3,1,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html
