canonical_line_id,artifact_id,quantity,sequence_surface,canonical_sequence,sign_count,group_count,origin_count,source_kinds,provenance_tags,notes
CLINE_0791,HT 28,,OLE MI,OLE MI,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0792,HT 28,,OLE TU,OLE TU,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0793,HT 28,,OLE U,OLE U,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0794,HT 28,,PU RA2,PU RA2,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0795,HT 28,,SA RA2,SA RA2,2,2,2,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0796,HT 28,,VINA,VINA,1,1,4,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0797,HT 28,,VIR KA VINA,VIR KA VINA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0798,HT 28,,WI DI NA,WI DI NA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0799,HT 28A,,AB08 AB26 AB01 AB60,AB08 AB26 AB01 AB60,4,4,1,external_csv,http://sigla.phis.me/document/HT%2028a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0800,HT 28A,,AB08 AB41 AB57 AB77,AB08 AB41 AB57 AB77,4,4,1,external_csv,http://sigla.phis.me/document/HT%2028a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0801,HT 28A,,AB28 AB59 AB57,AB28 AB59 AB57,3,3,1,external_csv,http://sigla.phis.me/document/HT%2028a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0802,HT 28A,,AB31 AB72,AB31 AB72,2,2,1,external_csv,http://sigla.phis.me/document/HT%2028a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0803,HT 28A,,AB57 AB21F,AB57 AB21F,2,2,1,external_csv,http://sigla.phis.me/document/HT%2028a/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0804,HT 28B,,AB08 AB41 AB57 AB77,AB08 AB41 AB57 AB77,4,4,1,external_csv,http://sigla.phis.me/document/HT%2028b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0805,HT 28B,,AB10 AB73 AB06 AB41,AB10 AB73 AB06 AB41,4,4,1,external_csv,http://sigla.phis.me/document/HT%2028b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0806,HT 28B,,AB31 AB76,AB31 AB76,2,2,1,external_csv,http://sigla.phis.me/document/HT%2028b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0807,HT 28B,,AB40 AB07 AB06,AB40 AB07 AB06,3,3,1,external_csv,http://sigla.phis.me/document/HT%2028b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0808,HT 28B,,AB50 AB76,AB50 AB76,2,2,1,external_csv,http://sigla.phis.me/document/HT%2028b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0809,HT 28B,,AB57 AB21F,AB57 AB21F,2,2,1,external_csv,http://sigla.phis.me/document/HT%2028b/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0810,HT 29,,A RE DA I,A RE DA I,4,4,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0811,HT 29,,A340 AB67 AB59,A340 AB67 AB59,3,3,1,external_csv,http://sigla.phis.me/document/HT%2029/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0812,HT 29,,AB03 AB57 AB27,AB03 AB57 AB27,3,3,1,external_csv,http://sigla.phis.me/document/HT%2029/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0813,HT 29,,AB07 AB57 AB28,AB07 AB57 AB28,3,3,1,external_csv,http://sigla.phis.me/document/HT%2029/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0814,HT 29,,AB08 AB27 AB01 AB28,AB08 AB27 AB01 AB28,4,4,1,external_csv,http://sigla.phis.me/document/HT%2029/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0815,HT 29,,AB26 AB80 AB59,AB26 AB80 AB59,3,3,1,external_csv,http://sigla.phis.me/document/HT%2029/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0816,HT 29,,AB31 A323 AB73,AB31 A323 AB73,3,3,1,external_csv,http://sigla.phis.me/document/HT%2029/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0817,HT 29,,AB77 AB51 AB80 AB24,AB77 AB51 AB80 AB24,4,4,1,external_csv,http://sigla.phis.me/document/HT%2029/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0818,HT 29,,KA DU MA NE,KA DU MA NE,4,4,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0819,HT 29,,PA JA RE,PA JA RE,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0820,HT 29,,RU MA TA,RU MA TA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0821,HT 29,,SA MI,SA MI,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0822,HT 29,,]DI JA I,]DI JA I,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0823,HT 3,,AB01,AB01,1,1,1,external_csv,http://sigla.phis.me/document/HT%203/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0824,HT 3,,AB07 AB06,AB07 AB06,2,2,1,external_csv,http://sigla.phis.me/document/HT%203/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0825,HT 3,,AB23 AB26,AB23 AB26,2,2,1,external_csv,http://sigla.phis.me/document/HT%203/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0826,HT 3,,AB26,AB26,1,1,1,external_csv,http://sigla.phis.me/document/HT%203/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0827,HT 3,,AB41 AB69 AB76 AB27,AB41 AB69 AB76 AB27,4,4,1,external_csv,http://sigla.phis.me/document/HT%203/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0828,HT 3,,AB78 AB76 AB57,AB78 AB76 AB57,3,3,1,external_csv,http://sigla.phis.me/document/HT%203/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0829,HT 3,,AB80 AB07,AB80 AB07,2,2,1,external_csv,http://sigla.phis.me/document/HT%203/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0830,HT 3,,AB80 AB07?,AB80 AB07?,2,2,1,external_csv,http://sigla.phis.me/document/HT%203/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0831,HT 3,,AB81 AB56 AB55,AB81 AB56 AB55,3,3,1,external_csv,http://sigla.phis.me/document/HT%203/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0832,HT 3,,MA DI,MA DI,2,2,2,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0833,HT 3,,MU RU,MU RU,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0834,HT 3,,QE RA2 JA[,QE RA2 JA[,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0835,HT 3,,]KU PA3 NU,]KU PA3 NU,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0836,HT 3,,]SI TU RA2 RE,]SI TU RA2 RE,4,4,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0837,HT 30,,AB31 AB60 AB60,AB31 AB60 AB60,3,3,1,external_csv,http://sigla.phis.me/document/HT%2030/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0838,HT 30,,AB31 AB76,AB31 AB76,2,2,1,external_csv,http://sigla.phis.me/document/HT%2030/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0839,HT 30,,AB67 AB02,AB67 AB02,2,2,1,external_csv,http://sigla.phis.me/document/HT%2030/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0840,HT 30,,BOSM,BOSM,1,1,2,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0841,HT 30,,FIC,FIC,1,1,2,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0842,HT 30,,KI RO,KI RO,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0843,HT 30,,OLE TA,OLE TA,2,2,2,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0844,HT 30,,QA [?] PU,QA [?] PU,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0845,HT 30,,SA RA RA,SA RA RA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0846,HT 30,,SA RA2,SA RA2,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0847,HT 30,,VINA,VINA,1,1,2,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0848,HT 31,,*402VAS PA TA QE,*402VAS PA TA QE,4,4,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0849,HT 31,,*402VAS QA PA3,*402VAS QA PA3,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0850,HT 31,,*402VAS SU PA3 RA,*402VAS SU PA3 RA,4,4,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0851,HT 31,,*410VAS,*410VAS,1,1,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0852,HT 31,,*415VAS SU PU,*415VAS SU PU,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0853,HT 31,,*416VAS KA RO PA3,*416VAS KA RO PA3,4,4,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0854,HT 31,,AB03 AB59 AB78,AB03 AB59 AB78,3,3,1,external_csv,http://sigla.phis.me/document/HT%2031/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0855,HT 31,,AB16 AB56,AB16 AB56,2,2,1,external_csv,http://sigla.phis.me/document/HT%2031/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0856,HT 31,,AB31 AB57 AB80,AB31 AB57 AB80,3,3,1,external_csv,http://sigla.phis.me/document/HT%2031/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0857,HT 31,,AB50 AB70,AB50 AB70,2,2,1,external_csv,http://sigla.phis.me/document/HT%2031/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0858,HT 31,,AB58 AB50,AB58 AB50,2,2,1,external_csv,http://sigla.phis.me/document/HT%2031/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0859,HT 31,,AB58 AB56 AB60,AB58 AB56 AB60,3,3,1,external_csv,http://sigla.phis.me/document/HT%2031/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0860,HT 31,,AB67 AB45 AB80 A323 AB06,AB67 AB45 AB80 A323 AB06,5,5,1,external_csv,http://sigla.phis.me/document/HT%2031/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0861,HT 31,,AB77 AB02 AB56,AB77 AB02 AB56,3,3,1,external_csv,http://sigla.phis.me/document/HT%2031/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0862,HT 31,,KI DE MA NA,KI DE MA NA,4,4,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0863,HT 31,,SA JA MA,SA JA MA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0864,HT 31,,TI SA PU KO,TI SA PU KO,4,4,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0865,HT 31,,[?] AB37 AB31,[?] AB37 AB31,3,3,1,external_csv,http://sigla.phis.me/document/HT%2031/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0866,HT 32,,AB31 AB76,AB31 AB76,2,2,1,external_csv,http://sigla.phis.me/document/HT%2032/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0867,HT 32,,AB58 AB27,AB58 AB27,2,2,1,external_csv,http://sigla.phis.me/document/HT%2032/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0868,HT 32,,MI JA RU,MI JA RU,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0869,HT 32,,OLE NE,OLE NE,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0870,HT 32,,OLE NE[,OLE NE[,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0871,HT 32,,QA [?] PU,QA [?] PU,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0872,HT 32,,QA [?] RE,QA [?] RE,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0873,HT 32,,SA RA2,SA RA2,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0874,HT 32,,SU RE,SU RE,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0875,HT 33,,AB31 AB76,AB31 AB76,2,2,1,external_csv,http://sigla.phis.me/document/HT%2033/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0876,HT 33,,E KA,E KA,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0877,HT 33,,MI JA KA,MI JA KA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0878,HT 33,,PA3 QE,PA3 QE,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0879,HT 33,,QA [?] RE,QA [?] RE,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0880,HT 33,,QA [?] RE PU,QA [?] RE PU,4,4,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0881,HT 33,,SA RA2,SA RA2,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0882,HT 33,,]VEST,]VEST,1,1,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0883,HT 34,,AB01 AB65 AB04,AB01 AB65 AB04,3,3,1,external_csv,http://sigla.phis.me/document/HT%2034/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0884,HT 34,,AB31 AB76,AB31 AB76,2,2,1,external_csv,http://sigla.phis.me/document/HT%2034/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0885,HT 34,,AB41 A516,AB41 A516,2,2,1,external_csv,http://sigla.phis.me/document/HT%2034/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0886,HT 34,,AB67 AB02,AB67 AB02,2,2,1,external_csv,http://sigla.phis.me/document/HT%2034/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0887,HT 34,,DA JU TE,DA JU TE,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0888,HT 34,,E GRA,E GRA,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0889,HT 34,,E KA,E KA,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0890,HT 34,,KI RO,KI RO,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0891,HT 34,,MI JA KA,MI JA KA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0892,HT 34,,MI JA RU,MI JA RU,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0893,HT 34,,PA3,PA3,1,1,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0894,HT 34,,QA [?] PU,QA [?] PU,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0895,HT 34,,QA [?] RE,QA [?] RE,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0896,HT 34,,SA MU KU,SA MU KU,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0897,HT 34,,SA RA2,SA RA2,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0898,HT 34,,SI[ ]I [?],SI[ ]I [?],3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0899,HT 35,,AB28 AB81 AB59,AB28 AB81 AB59,3,3,1,external_csv,http://sigla.phis.me/document/HT%2035/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0900,HT 35,,AB37 AB37 AB81,AB37 AB37 AB81,3,3,1,external_csv,http://sigla.phis.me/document/HT%2035/index-word.html,sigla_word_seq_pattern | source=SigLA | ingested=2026-02-24T02:56:37Z
CLINE_0901,HT 35,,I KU TA,I KU TA,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0902,HT 35,,MI JA RU,MI JA RU,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0903,HT 35,,OLE RI,OLE RI,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0904,HT 35,,OLE TA,OLE TA,2,2,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0905,HT 35,,QA [?] PU,QA [?] PU,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0906,HT 35,,TI TI KU,TI TI KU,3,3,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_statement | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
CLINE_0907,HT 35,,VINA,VINA,1,1,1,external_csv,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,younger_table_logogram | source=YoungerArchive | ingested=2026-02-24T02:56:37Z
